buffer_size_gb,buffer_size_bytes,threads,read_ratio,duration,app_total_bandwidth_mbps,app_read_bandwidth_mbps,app_write_bandwidth_mbps,app_total_iops,app_execution_time,perf_cache_references_bandwidth_mbps,perf_cache_misses_bandwidth_mbps,perf_dram_read_bandwidth_mbps,perf_dram_write_bandwidth_mbps,perf_mem_loads_bandwidth_mbps,perf_mem_stores_bandwidth_mbps,perf_offcore_data_read_bandwidth_mbps,perf_offcore_rfo_bandwidth_mbps,perf_cache_miss_rate_pct,perf_l3_hit_rate_pct,perf_l3_miss_rate_pct,perf_instructions_per_cycle,status
64.0,68719476736,64,0.0,20,35834.1,0.0,35834.1,9173520.0,20.0001,932.2960551529062,810.9680915897305,0,0,18229.057937914677,11986.961857585196,236.4377876488462,7266.030270598565,86.98611209469543,28.784611220916045,71.21538877908395,0.046497905871540714,success
64.0,68719476736,64,0.5,20,52174.2,25654.8,26519.4,13356600.0,20.0001,8298.424685741335,8066.59487669846,0,0,20215.013629581696,13081.37957055188,5263.730154342175,5865.383800733436,97.20633954247711,6.252293211413116,93.74770678858688,0.0510924052731855,success
64.0,68719476736,64,1.0,20,47958.1,47958.1,0.0,12277300.0,20.0001,9940.219178162006,9752.744253048053,0,0,19021.699544068764,12355.52911929013,9279.758976250847,630.4004791592496,98.11397594204138,3.5307404674055647,96.46925953259444,0.050415635051218835,success
