buffer_size_gb,buffer_size_bytes,threads,read_ratio,duration,app_total_bandwidth_mbps,app_read_bandwidth_mbps,app_write_bandwidth_mbps,app_total_iops,app_execution_time,perf_cache_references_bandwidth_mbps,perf_cache_misses_bandwidth_mbps,perf_dram_read_bandwidth_mbps,perf_dram_write_bandwidth_mbps,perf_mem_loads_bandwidth_mbps,perf_mem_stores_bandwidth_mbps,perf_offcore_data_read_bandwidth_mbps,perf_offcore_rfo_bandwidth_mbps,perf_cache_miss_rate_pct,perf_l3_hit_rate_pct,perf_l3_miss_rate_pct,perf_instructions_per_cycle,status
64.0,68719476736,64,0.0,20,169138,0,169138,43299200.0,20.0002,2650.460344668753,1932.3589589880462,0,0,39497.143518686884,23526.87235803895,1385.896211989264,40164.94045757102,72.90654104200706,47.66222198005809,52.337778019941915,0.0826300742908492,success
64.0,68719476736,64,0.5,20,183801,69659,114142,47053100.0,20.0002,26577.883897048032,25784.161223047973,0,0,41390.23641153766,24546.18594995406,18502.328220388674,27137.75590786706,97.01359718074389,10.059850359987724,89.94014964001228,0.08675409113891962,success
64.0,68719476736,64,1.0,20,169353,169353,0,43354400.0,20.0001,42755.98374612283,41905.84631575236,0,0,39707.20722402198,23639.232363168347,41823.01571457202,861.5805217216842,98.01165274217888,4.635937303783635,95.36406269621637,0.08597764778406772,success
