scheduler,data_size,test_name,throughput_rps,latency_avg,latency_p50,latency_p95,latency_p99,requests,clients,pipeline
scx_simple,2048,LPUSH,178986.94,2.193,2.143,2.463,3.711,1000000,50,16
scx_simple,2048,LPOP,322268.78,1.741,1.791,2.647,3.559,1000000,50,16
scx_simple,2048,SADD,633312.25,0.769,0.719,1.143,1.575,1000000,50,16
scx_simple,2048,HSET,262398.31,1.421,1.327,2.055,2.967,1000000,50,16
scx_simple,2048,LPUSH (needed to benchmark LRANGE),176678.45,2.165,2.111,2.895,3.743,1000000,50,16
scx_simple,2048,LRANGE_100 (first 100 elements),5474.05,11.049,2.927,86.527,116.415,1000000,50,16
scx_simple,2048,LPUSH (needed to benchmark LRANGE),183823.52,2.12,2.087,2.535,3.935,1000000,50,16
scx_simple,2048,LRANGE_300 (first 300 elements),1207.61,9.591,6.759,17.391,39.487,1000000,50,16
scx_simple,2048,LPUSH (needed to benchmark LRANGE),136239.78,2.887,2.071,5.415,30.479,1000000,50,16
scx_simple,2048,LRANGE_500 (first 500 elements),671.47,20.447,12.191,33.311,277.247,1000000,50,16
scx_simple,2048,LPUSH (needed to benchmark LRANGE),204081.62,1.851,1.967,2.703,3.751,1000000,50,16
scx_simple,2048,LRANGE_600 (first 600 elements),541.2,26.753,14.695,41.375,378.367,1000000,50,16
scx_simple,2048,MSET (10 keys),54902.82,7.429,7.095,11.775,16.623,1000000,50,16
scx_tickless,1,SET,705716.25,0.938,0.847,1.783,2.327,1000000,50,16
scx_tickless,1,GET,623830.31,1.037,0.895,1.783,2.359,1000000,50,16
scx_tickless,1,INCR,760456.25,0.839,0.751,1.495,2.087,1000000,50,16
scx_tickless,1,LPUSH,509164.97,1.444,1.631,1.999,3.151,1000000,50,16
scx_tickless,1,LPOP,680735.19,0.98,0.871,1.823,2.487,1000000,50,16
scx_tickless,1,SADD,719424.44,0.948,0.831,1.751,2.287,1000000,50,16
scx_tickless,1,HSET,694927.0,0.955,0.855,1.775,2.271,1000000,50,16
scx_tickless,1,LPUSH (needed to benchmark LRANGE),709219.88,0.884,0.823,1.575,1.935,1000000,50,16
scx_tickless,1,LRANGE_100 (first 100 elements),171821.3,3.243,2.551,7.831,11.663,1000000,50,16
scx_tickless,1,LPUSH (needed to benchmark LRANGE),436681.22,1.71,1.711,2.175,3.215,1000000,50,16
scx_tickless,1,LRANGE_300 (first 300 elements),43047.79,9.426,8.095,20.783,27.343,1000000,50,16
scx_tickless,1,LPUSH (needed to benchmark LRANGE),675675.69,0.953,0.823,1.567,2.191,1000000,50,16
scx_tickless,1,LRANGE_500 (first 500 elements),27352.3,11.811,10.503,22.287,29.567,1000000,50,16
scx_tickless,1,LPUSH (needed to benchmark LRANGE),431034.5,1.793,1.743,2.407,3.103,1000000,50,16
scx_tickless,1,LRANGE_600 (first 600 elements),21285.65,13.747,12.255,26.879,35.071,1000000,50,16
scx_tickless,1,MSET (10 keys),284495.0,2.802,2.495,3.863,5.319,1000000,50,16
scx_tickless,16,SET,705218.62,0.964,0.847,1.839,2.487,1000000,50,16
scx_tickless,16,GET,788022.06,0.78,0.671,1.447,2.343,1000000,50,16
scx_tickless,16,INCR,818330.62,0.776,0.711,1.447,2.023,1000000,50,16
scx_tickless,16,LPUSH,534188.06,1.366,1.119,2.167,3.071,1000000,50,16
scx_tickless,16,LPOP,658327.81,1.002,0.911,1.887,2.191,1000000,50,16
scx_tickless,16,SADD,531914.88,1.343,1.271,2.111,2.751,1000000,50,16
scx_tickless,16,HSET,682593.81,0.962,0.887,1.791,2.583,1000000,50,16
scx_tickless,16,LPUSH (needed to benchmark LRANGE),534759.31,1.229,1.127,2.119,2.487,1000000,50,16
scx_tickless,16,LRANGE_100 (first 100 elements),157977.88,3.246,2.823,6.655,11.647,1000000,50,16
scx_tickless,16,LPUSH (needed to benchmark LRANGE),480769.22,1.414,1.391,2.567,3.111,1000000,50,16
scx_tickless,16,LRANGE_300 (first 300 elements),41597.34,6.824,5.671,13.023,19.839,1000000,50,16
scx_tickless,16,LPUSH (needed to benchmark LRANGE),520833.34,1.251,1.151,1.783,4.103,1000000,50,16
scx_tickless,16,LRANGE_500 (first 500 elements),21561.02,7.132,5.807,13.183,19.887,1000000,50,16
scx_tickless,16,LPUSH (needed to benchmark LRANGE),520833.34,1.233,1.031,2.199,2.839,1000000,50,16
scx_tickless,16,LRANGE_600 (first 600 elements),17869.91,7.76,6.199,13.311,25.839,1000000,50,16
scx_tickless,16,MSET (10 keys),264620.28,2.998,2.727,4.455,6.255,1000000,50,16
scx_tickless,64,SET,562429.69,1.236,1.039,2.223,2.975,1000000,50,16
scx_tickless,64,GET,723065.81,0.857,0.743,1.679,2.255,1000000,50,16
scx_tickless,64,INCR,553097.38,1.272,1.047,2.079,2.895,1000000,50,16
scx_tickless,64,LPUSH,624609.62,1.06,0.983,1.943,2.391,1000000,50,16
scx_tickless,64,LPOP,476417.34,1.504,1.279,2.415,3.423,1000000,50,16
scx_tickless,64,SADD,815660.69,0.796,0.759,1.359,2.007,1000000,50,16
scx_tickless,64,HSET,457247.38,1.608,1.415,2.439,3.703,1000000,50,16
scx_tickless,64,LPUSH (needed to benchmark LRANGE),628930.81,1.048,0.975,2.223,2.831,1000000,50,16
scx_tickless,64,LRANGE_100 (first 100 elements),129533.68,3.735,3.575,5.663,9.263,1000000,50,16
scx_tickless,64,LPUSH (needed to benchmark LRANGE),561797.75,1.207,0.959,2.423,3.183,1000000,50,16
scx_tickless,64,LRANGE_300 (first 300 elements),24073.18,3.976,3.087,7.815,14.223,1000000,50,16
scx_tickless,64,LPUSH (needed to benchmark LRANGE),500000.0,1.378,1.095,3.015,3.215,1000000,50,16
scx_tickless,64,LRANGE_500 (first 500 elements),13210.04,4.186,3.287,7.271,19.759,1000000,50,16
scx_tickless,64,LPUSH (needed to benchmark LRANGE),574712.69,1.129,0.975,1.903,2.479,1000000,50,16
scx_tickless,64,LRANGE_600 (first 600 elements),10366.99,4.621,3.463,8.031,24.207,1000000,50,16
scx_tickless,64,MSET (10 keys),220848.06,3.606,3.063,4.967,6.455,1000000,50,16
scx_tickless,256,SET,473709.12,1.524,1.375,2.223,3.607,1000000,50,16
scx_tickless,256,GET,811030.0,0.745,0.671,1.335,2.039,1000000,50,16
scx_tickless,256,INCR,757002.31,0.912,0.751,1.767,2.175,1000000,50,16
scx_tickless,256,LPUSH,527148.12,1.295,1.191,2.319,2.855,1000000,50,16
scx_tickless,256,LPOP,548546.38,1.246,1.079,2.215,2.975,1000000,50,16
scx_tickless,256,SADD,739098.25,0.879,0.791,1.551,2.167,1000000,50,16
scx_tickless,256,HSET,552486.19,1.245,1.087,2.223,2.647,1000000,50,16
scx_tickless,256,LPUSH (needed to benchmark LRANGE),366300.38,2.095,2.191,2.495,3.823,1000000,50,16
scx_tickless,256,LRANGE_100 (first 100 elements),47438.33,2.17,1.551,6.223,12.143,1000000,50,16
scx_tickless,256,LPUSH (needed to benchmark LRANGE),564971.75,1.231,1.167,2.103,2.951,1000000,50,16
scx_tickless,256,LRANGE_300 (first 300 elements),11546.01,2.504,2.303,3.879,8.071,1000000,50,16
scx_tickless,256,LPUSH (needed to benchmark LRANGE),500000.0,1.358,1.199,2.463,2.999,1000000,50,16
scx_tickless,256,LRANGE_500 (first 500 elements),6445.79,3.592,2.727,6.279,24.543,1000000,50,16
scx_tickless,256,LPUSH (needed to benchmark LRANGE),352112.66,2.091,2.111,2.503,3.519,1000000,50,16
scx_tickless,256,LRANGE_600 (first 600 elements),5010.52,4.692,2.927,8.023,56.895,1000000,50,16
scx_tickless,256,MSET (10 keys),119331.74,2.134,2.079,2.807,4.887,1000000,50,16
scx_tickless,1024,SET,548245.62,1.271,1.151,2.359,3.151,1000000,50,16
scx_tickless,1024,GET,577034.06,0.979,0.855,2.031,2.623,1000000,50,16
scx_tickless,1024,INCR,785545.94,0.855,0.759,1.607,2.247,1000000,50,16
scx_tickless,1024,LPUSH,325203.25,2.216,1.999,3.431,4.607,1000000,50,16
scx_tickless,1024,LPOP,367917.59,1.986,1.823,2.943,4.071,1000000,50,16
scx_tickless,1024,SADD,808407.44,0.834,0.783,1.471,2.007,1000000,50,16
scx_tickless,1024,HSET,411692.06,1.775,1.559,2.727,3.983,1000000,50,16
scx_tickless,1024,LPUSH (needed to benchmark LRANGE),342465.75,2.049,1.935,3.439,5.511,1000000,50,16
scx_tickless,1024,LRANGE_100 (first 100 elements),15213.75,2.102,1.791,3.175,9.479,1000000,50,16
scx_tickless,1024,LPUSH (needed to benchmark LRANGE),350877.19,2.053,1.927,2.975,3.983,1000000,50,16
scx_tickless,1024,LRANGE_300 (first 300 elements),2799.08,5.872,4.223,10.543,52.511,1000000,50,16
scx_tickless,1024,LPUSH (needed to benchmark LRANGE),347222.25,1.98,1.927,2.927,4.615,1000000,50,16
scx_tickless,1024,LRANGE_500 (first 500 elements),1372.83,7.773,5.383,9.367,89.279,1000000,50,16
scx_tickless,1024,LPUSH (needed to benchmark LRANGE),280898.88,2.504,2.647,3.479,5.063,1000000,50,16
scx_tickless,1024,LRANGE_600 (first 600 elements),1082.11,10.584,6.711,13.823,158.079,1000000,50,16
scx_tickless,1024,MSET (10 keys),63227.11,2.115,1.551,5.511,10.743,1000000,50,16
scx_tickless,2048,SET,275786.0,1.287,1.191,2.183,3.111,1000000,50,16
scx_tickless,2048,GET,434216.25,1.24,0.943,2.687,3.311,1000000,50,16
scx_tickless,2048,INCR,769230.81,0.867,0.751,1.631,2.399,1000000,50,16
scx_tickless,2048,LPUSH,164880.45,2.284,2.199,2.871,4.079,1000000,50,16
scx_tickless,2048,LPOP,345781.47,1.89,1.831,3.239,4.391,1000000,50,16
scx_tickless,2048,SADD,572409.88,1.249,1.079,1.927,2.759,1000000,50,16
scx_tickless,2048,HSET,247831.48,1.433,1.423,2.311,3.023,1000000,50,16
scx_tickless,2048,LPUSH (needed to benchmark LRANGE),142653.36,2.682,2.135,3.991,23.023,1000000,50,16
scx_tickless,2048,LRANGE_100 (first 100 elements),5813.28,4.777,2.623,5.095,87.615,1000000,50,16
scx_tickless,2048,LPUSH (needed to benchmark LRANGE),176366.86,2.079,2.055,3.039,4.023,1000000,50,16
scx_tickless,2048,LRANGE_300 (first 300 elements),1176.61,8.255,5.807,9.967,38.591,1000000,50,16
scx_tickless,2048,LPUSH (needed to benchmark LRANGE),131926.12,3.046,2.119,6.639,34.591,1000000,50,16
scx_tickless,2048,LRANGE_500 (first 500 elements),639.13,15.946,9.855,16.143,291.583,1000000,50,16
scx_tickless,2048,LPUSH (needed to benchmark LRANGE),163934.42,2.311,2.311,2.983,4.303,1000000,50,16
scx_tickless,2048,LRANGE_600 (first 600 elements),525.18,18.938,11.655,17.967,343.295,1000000,50,16
scx_tickless,2048,MSET (10 keys),48428.5,8.222,8.111,11.951,16.911,1000000,50,16
scx_userland,1,SET,777000.81,0.847,0.783,1.591,1.903,1000000,50,16
scx_userland,1,GET,994035.75,0.567,0.495,1.079,1.423,1000000,50,16
scx_userland,1,INCR,963391.12,0.67,0.631,1.031,1.487,1000000,50,16
scx_userland,1,LPUSH,890471.94,0.73,0.687,1.167,1.663,1000000,50,16
scx_userland,1,LPOP,814995.94,0.836,0.799,1.343,1.879,1000000,50,16
scx_userland,1,SADD,837520.94,0.774,0.687,1.383,1.799,1000000,50,16
scx_userland,1,HSET,834028.38,0.808,0.767,1.343,1.767,1000000,50,16
scx_userland,1,LPUSH (needed to benchmark LRANGE),877193.0,0.801,0.751,1.287,1.847,1000000,50,16
scx_userland,1,LRANGE_100 (first 100 elements),151745.08,3.471,2.383,8.767,13.087,1000000,50,16
scx_userland,1,LPUSH (needed to benchmark LRANGE),775193.81,0.865,0.791,1.599,1.815,1000000,50,16
scx_userland,1,LRANGE_300 (first 300 elements),36900.37,10.591,9.343,22.719,29.887,1000000,50,16
scx_userland,1,LPUSH (needed to benchmark LRANGE),735294.06,0.921,0.823,1.663,1.951,1000000,50,16
scx_userland,1,LRANGE_500 (first 500 elements),22222.22,13.749,12.199,27.935,36.863,1000000,50,16
scx_userland,1,LPUSH (needed to benchmark LRANGE),757575.75,0.852,0.735,1.543,2.951,1000000,50,16
scx_userland,1,LRANGE_600 (first 600 elements),17379.21,15.46,13.335,31.423,49.183,1000000,50,16
scx_userland,1,MSET (10 keys),310945.28,2.541,2.415,3.663,6.303,1000000,50,16
scx_userland,16,SET,12866.54,61.657,7.775,288.511,428.799,1000000,50,16
scx_userland,16,GET,15689.47,50.497,10.495,215.039,373.759,1000000,50,16
scx_userland,16,INCR,14381.04,55.169,9.407,251.391,490.751,1000000,50,16
scx_userland,16,LPUSH,13306.72,59.685,6.479,311.551,549.887,1000000,50,16
scx_userland,16,LPOP,14158.09,56.081,6.263,298.239,531.967,1000000,50,16
scx_userland,16,SADD,12552.25,63.272,6.255,355.071,528.895,1000000,50,16
scx_userland,16,HSET,12158.79,65.307,7.527,326.911,522.495,1000000,50,16
scx_userland,16,LPUSH (needed to benchmark LRANGE),25106.7,31.447,3.887,161.407,548.863,1000000,50,16
scx_userland,16,LRANGE_100 (first 100 elements),9661.83,77.927,19.311,316.159,417.535,1000000,50,16
scx_userland,16,LPUSH (needed to benchmark LRANGE),22527.6,35.1,5.575,193.791,269.311,1000000,50,16
scx_userland,16,LRANGE_300 (first 300 elements),3687.59,162.696,119.039,469.759,675.839,1000000,50,16
scx_userland,16,LPUSH (needed to benchmark LRANGE),8101.1,97.536,43.519,423.935,507.391,1000000,50,16
scx_userland,16,LRANGE_500 (first 500 elements),2764.42,174.026,126.079,487.167,765.439,1000000,50,16
scx_userland,16,LPUSH (needed to benchmark LRANGE),64267.35,12.163,1.735,8.015,604.159,1000000,50,16
scx_userland,16,LRANGE_600 (first 600 elements),2450.02,168.368,119.423,505.855,629.247,1000000,50,16
scx_userland,16,MSET (10 keys),13023.89,60.975,6.343,304.127,492.543,1000000,50,16
scx_userland,64,SET,24120.21,32.747,7.959,136.447,272.639,1000000,50,16
scx_userland,64,GET,14832.39,53.428,9.743,215.679,424.447,1000000,50,16
scx_userland,64,INCR,14620.52,54.064,7.839,246.783,477.695,1000000,50,16
scx_userland,64,LPUSH,15185.8,52.229,6.447,239.999,460.031,1000000,50,16
scx_userland,64,LPOP,24220.7,32.605,7.847,137.215,300.031,1000000,50,16
scx_userland,64,SADD,20574.44,38.258,11.039,179.071,309.759,1000000,50,16
scx_userland,64,HSET,42775.26,18.347,4.807,74.239,198.655,1000000,50,16
scx_userland,64,LPUSH (needed to benchmark LRANGE),45913.68,16.902,7.847,61.951,93.247,1000000,50,16
scx_userland,64,LRANGE_100 (first 100 elements),22941.04,27.313,6.695,121.855,349.439,1000000,50,16
scx_userland,64,LPUSH (needed to benchmark LRANGE),45024.77,17.315,7.415,56.255,78.079,1000000,50,16
scx_userland,64,LRANGE_300 (first 300 elements),8470.99,53.701,33.759,191.743,307.455,1000000,50,16
scx_userland,64,LPUSH (needed to benchmark LRANGE),40225.26,19.399,9.719,60.863,108.287,1000000,50,16
scx_userland,64,LRANGE_500 (first 500 elements),4679.46,70.888,41.023,241.663,404.223,1000000,50,16
scx_userland,64,LPUSH (needed to benchmark LRANGE),48496.61,16.032,6.935,50.431,56.191,1000000,50,16
scx_userland,64,LRANGE_600 (first 600 elements),3750.38,70.907,46.527,214.271,410.623,1000000,50,16
scx_userland,64,MSET (10 keys),22339.88,35.277,10.735,155.391,287.743,1000000,50,16
scx_userland,256,SET,742390.5,0.925,0.879,1.527,2.383,1000000,50,16
scx_userland,256,GET,911577.0,0.647,0.543,1.263,1.735,1000000,50,16
scx_userland,256,INCR,988142.31,0.608,0.559,1.047,1.463,1000000,50,16
scx_userland,256,LPUSH,596302.88,1.144,1.087,2.119,2.599,1000000,50,16
scx_userland,256,LPOP,641436.81,1.049,0.999,1.847,2.207,1000000,50,16
scx_userland,256,SADD,994035.75,0.667,0.639,0.935,1.511,1000000,50,16
scx_userland,256,HSET,700280.12,0.962,0.951,1.575,2.079,1000000,50,16
scx_userland,256,LPUSH (needed to benchmark LRANGE),558659.19,1.235,1.111,2.279,2.583,1000000,50,16
scx_userland,256,LRANGE_100 (first 100 elements),48732.94,2.098,1.519,5.671,12.167,1000000,50,16
scx_userland,256,LPUSH (needed to benchmark LRANGE),628930.81,1.095,0.959,1.999,3.279,1000000,50,16
scx_userland,256,LRANGE_300 (first 300 elements),11511.45,2.706,2.335,4.759,10.007,1000000,50,16
scx_userland,256,LPUSH (needed to benchmark LRANGE),555555.56,1.174,1.119,1.863,2.695,1000000,50,16
scx_userland,256,LRANGE_500 (first 500 elements),6073.12,4.546,3.023,7.607,38.303,1000000,50,16
scx_userland,256,LPUSH (needed to benchmark LRANGE),490196.09,1.36,1.231,2.327,2.559,1000000,50,16
scx_userland,256,LRANGE_600 (first 600 elements),4612.97,4.985,3.599,8.951,49.855,1000000,50,16
scx_userland,256,MSET (10 keys),45603.8,7.634,2.215,41.503,105.791,1000000,50,16
scx_userland,1024,SET,632911.38,1.007,0.935,1.543,2.383,1000000,50,16
scx_userland,1024,GET,673854.44,0.779,0.631,1.479,1.975,1000000,50,16
scx_userland,1024,INCR,1021450.5,0.566,0.519,1.023,1.471,1000000,50,16
scx_userland,1024,LPUSH,382701.88,1.86,1.847,2.863,4.111,1000000,50,16
scx_userland,1024,LPOP,518134.72,1.276,1.167,2.279,3.047,1000000,50,16
scx_userland,1024,SADD,902527.06,0.729,0.679,1.231,1.671,1000000,50,16
scx_userland,1024,HSET,581057.56,1.175,1.135,1.799,2.415,1000000,50,16
scx_userland,1024,LPUSH (needed to benchmark LRANGE),369003.69,1.871,1.871,2.751,3.471,1000000,50,16
scx_userland,1024,LRANGE_100 (first 100 elements),15583.61,2.778,1.799,4.359,33.695,1000000,50,16
scx_userland,1024,LPUSH (needed to benchmark LRANGE),363636.34,1.864,1.815,3.055,4.215,1000000,50,16
scx_userland,1024,LRANGE_300 (first 300 elements),2634.14,6.084,4.527,11.255,24.543,1000000,50,16
scx_userland,1024,LPUSH (needed to benchmark LRANGE),413223.16,1.653,1.671,2.767,3.063,1000000,50,16
scx_userland,1024,LRANGE_500 (first 500 elements),1307.91,9.695,6.271,14.319,114.111,1000000,50,16
scx_userland,1024,LPUSH (needed to benchmark LRANGE),359712.22,1.787,1.727,2.951,3.815,1000000,50,16
scx_userland,1024,LRANGE_600 (first 600 elements),1057.55,12.641,6.759,11.751,225.663,1000000,50,16
scx_userland,1024,MSET (10 keys),15352.49,13.631,3.495,77.119,136.319,1000000,50,16
scx_userland,2048,SET,4518.3,138.856,126.271,348.415,505.343,1000000,50,16
scx_userland,2048,GET,14012.67,55.82,37.023,175.487,243.967,1000000,50,16
scx_userland,2048,INCR,26420.78,29.828,15.671,104.639,173.311,1000000,50,16
scx_userland,2048,LPUSH,5032.08,122.732,107.455,332.287,487.167,1000000,50,16
scx_userland,2048,LPOP,13460.76,58.249,38.879,185.215,317.183,1000000,50,16
scx_userland,2048,SADD,16738.36,47.228,29.199,162.943,282.623,1000000,50,16
scx_userland,2048,HSET,5145.99,120.227,107.199,307.711,423.679,1000000,50,16
scx_userland,2048,LPUSH (needed to benchmark LRANGE),5101.26,119.491,98.175,357.375,528.895,1000000,50,16
scx_userland,2048,LRANGE_100 (first 100 elements),1190.7,199.226,154.239,561.151,849.919,1000000,50,16
scx_userland,2048,LPUSH (needed to benchmark LRANGE),4762.36,130.733,116.159,336.639,465.151,1000000,50,16
scx_userland,2048,LRANGE_500 (first 500 elements),176.6,172.911,125.375,452.351,1039.359,1000000,50,16
