scheduler,data_size,test_name,throughput_rps,latency_avg,latency_p50,latency_p95,latency_p99,requests,clients,pipeline
default,1,SET,950570.31,0.801,0.799,0.839,1.671,1000000,50,16
default,1,GET,1085776.38,0.45,0.407,0.671,1.231,1000000,50,16
default,1,INCR,1052631.62,0.64,0.703,0.751,1.255,1000000,50,16
default,1,LPUSH,1034126.12,0.749,0.743,0.791,1.455,1000000,50,16
default,1,LPOP,861326.44,0.903,0.863,1.095,1.911,1000000,50,16
default,1,SADD,977517.12,0.791,0.775,1.015,1.423,1000000,50,16
default,1,HSET,919117.62,0.847,0.839,0.871,1.607,1000000,50,16
default,1,LPUSH (needed to benchmark LRANGE),943396.25,0.819,0.775,1.295,1.495,1000000,50,16
default,1,LRANGE_100 (first 100 elements),189753.31,4.101,4.111,4.183,7.623,1000000,50,16
default,1,LPUSH (needed to benchmark LRANGE),943396.25,0.825,0.783,1.047,1.735,1000000,50,16
default,1,LRANGE_300 (first 300 elements),46772.68,6.484,6.335,10.487,13.479,1000000,50,16
default,1,LPUSH (needed to benchmark LRANGE),862069.0,0.865,0.783,1.631,2.015,1000000,50,16
default,1,LRANGE_500 (first 500 elements),27442.37,9.203,8.471,15.671,18.495,1000000,50,16
default,1,LPUSH (needed to benchmark LRANGE),909090.94,0.786,0.775,0.927,1.271,1000000,50,16
default,1,LRANGE_600 (first 600 elements),21579.63,10.09,8.679,15.599,19.151,1000000,50,16
default,1,MSET (10 keys),295508.28,2.7,2.663,2.743,3.823,1000000,50,16
default,16,SET,945179.62,0.831,0.823,0.847,1.543,1000000,50,16
default,16,GET,1091703.0,0.664,0.695,0.735,1.207,1000000,50,16
default,16,INCR,1026694.06,0.752,0.743,0.775,1.447,1000000,50,16
default,16,LPUSH,835421.88,0.912,0.847,1.087,1.911,1000000,50,16
default,16,LPOP,874125.81,0.888,0.879,0.919,1.839,1000000,50,16
default,16,SADD,910746.75,0.86,0.791,1.063,1.815,1000000,50,16
default,16,HSET,865051.88,0.906,0.895,0.927,1.759,1000000,50,16
default,16,LPUSH (needed to benchmark LRANGE),813008.12,0.93,0.847,1.711,2.343,1000000,50,16
default,16,LRANGE_100 (first 100 elements),153139.36,4.624,4.791,6.551,7.631,1000000,50,16
default,16,LPUSH (needed to benchmark LRANGE),877193.0,0.875,0.839,1.087,1.615,1000000,50,16
default,16,LRANGE_300 (first 300 elements),40700.04,4.518,4.455,5.367,8.815,1000000,50,16
default,16,LPUSH (needed to benchmark LRANGE),819672.12,0.815,0.791,1.431,1.751,1000000,50,16
default,16,LRANGE_500 (first 500 elements),20964.36,5.739,5.407,7.031,13.599,1000000,50,16
default,16,LPUSH (needed to benchmark LRANGE),833333.38,0.785,0.775,1.327,1.431,1000000,50,16
default,16,LRANGE_600 (first 600 elements),17355.08,5.902,5.607,6.527,14.735,1000000,50,16
default,16,MSET (10 keys),264340.47,3.02,2.991,3.047,4.175,1000000,50,16
default,64,SET,851063.88,0.884,0.903,0.967,1.807,1000000,50,16
default,64,GET,1030927.81,0.719,0.711,0.967,1.327,1000000,50,16
default,64,INCR,1052631.62,0.74,0.735,0.759,1.423,1000000,50,16
default,64,LPUSH,931966.5,0.849,0.775,1.031,1.567,1000000,50,16
default,64,LPOP,719942.38,1.073,1.007,1.279,2.063,1000000,50,16
default,64,SADD,1014198.81,0.77,0.751,0.799,1.527,1000000,50,16
default,64,HSET,719942.38,1.09,1.007,1.295,2.063,1000000,50,16
default,64,LPUSH (needed to benchmark LRANGE),735294.06,0.996,0.967,1.319,1.951,1000000,50,16
default,64,LRANGE_100 (first 100 elements),112739.57,2.857,1.631,8.535,9.311,1000000,50,16
default,64,LPUSH (needed to benchmark LRANGE),709219.88,0.974,0.967,1.287,2.111,1000000,50,16
default,64,LRANGE_300 (first 300 elements),23239.6,3.163,3.023,4.055,5.351,1000000,50,16
default,64,LPUSH (needed to benchmark LRANGE),704225.31,1.004,0.975,1.735,1.863,1000000,50,16
default,64,LRANGE_500 (first 500 elements),13020.83,3.726,3.367,4.711,18.831,1000000,50,16
default,64,LPUSH (needed to benchmark LRANGE),724637.69,1.05,0.983,1.159,3.807,1000000,50,16
default,64,LRANGE_600 (first 600 elements),10392.85,4.04,3.503,5.023,24.959,1000000,50,16
default,64,MSET (10 keys),215238.92,3.71,3.687,3.783,4.783,1000000,50,16
default,256,SET,728863.0,1.064,1.047,1.143,2.127,1000000,50,16
default,256,GET,916590.31,0.641,0.463,1.015,1.143,1000000,50,16
default,256,INCR,1050420.12,0.744,0.735,0.775,1.351,1000000,50,16
default,256,LPUSH,620732.5,1.27,1.255,1.359,2.351,1000000,50,16
default,256,LPOP,707213.56,1.121,1.103,1.143,2.159,1000000,50,16
default,256,SADD,1005025.12,0.786,0.775,0.815,1.559,1000000,50,16
default,256,HSET,666666.69,1.164,1.183,1.471,2.247,1000000,50,16
default,256,LPUSH (needed to benchmark LRANGE),606060.56,1.302,1.223,1.647,2.591,1000000,50,16
default,256,LRANGE_100 (first 100 elements),43233.89,1.519,1.351,1.895,6.535,1000000,50,16
default,256,LPUSH (needed to benchmark LRANGE),641025.62,1.216,1.215,1.327,2.247,1000000,50,16
default,256,LRANGE_300 (first 300 elements),12159.53,1.974,1.695,2.471,10.759,1000000,50,16
default,256,LPUSH (needed to benchmark LRANGE),617283.94,1.25,1.199,2.087,2.263,1000000,50,16
default,256,LRANGE_500 (first 500 elements),6823.14,3.368,2.623,3.727,36.255,1000000,50,16
default,256,LPUSH (needed to benchmark LRANGE),769230.81,0.995,0.943,1.359,1.591,1000000,50,16
default,256,LRANGE_600 (first 600 elements),5411.84,3.36,2.759,3.407,27.631,1000000,50,16
default,256,MSET (10 keys),122744.56,2.073,1.991,3.695,5.071,1000000,50,16
default,1024,SET,589970.5,1.346,1.303,1.447,2.511,1000000,50,16
default,1024,GET,735835.19,0.598,0.527,0.927,1.311,1000000,50,16
default,1024,INCR,1041666.69,0.63,0.711,0.759,1.423,1000000,50,16
default,1024,LPUSH,373273.62,2.127,2.095,2.415,3.567,1000000,50,16
default,1024,LPOP,484496.16,1.621,1.535,2.335,2.847,1000000,50,16
default,1024,SADD,974658.88,0.791,0.775,0.855,1.543,1000000,50,16
default,1024,HSET,540832.88,1.464,1.415,1.839,2.679,1000000,50,16
default,1024,LPUSH (needed to benchmark LRANGE),354609.94,2.232,2.167,2.639,3.455,1000000,50,16
default,1024,LRANGE_100 (first 100 elements),15410.7,4.284,1.527,42.175,45.311,1000000,50,16
default,1024,LPUSH (needed to benchmark LRANGE),377358.5,2.101,2.031,3.183,3.895,1000000,50,16
default,1024,LRANGE_300 (first 300 elements),2896.45,4.452,3.511,6.967,16.159,1000000,50,16
default,1024,LPUSH (needed to benchmark LRANGE),359712.22,2.16,2.119,2.679,3.367,1000000,50,16
default,1024,LRANGE_500 (first 500 elements),1430.45,9.443,5.831,12.903,159.743,1000000,50,16
default,1024,LPUSH (needed to benchmark LRANGE),373134.31,2.002,1.975,2.935,3.215,1000000,50,16
default,1024,LRANGE_600 (first 600 elements),1139.65,10.701,6.927,12.943,171.391,1000000,50,16
default,1024,MSET (10 keys),65492.17,3.116,2.799,6.367,7.927,1000000,50,16
default,2048,SET,308166.41,1.062,1.047,1.551,2.263,1000000,50,16
default,2048,GET,500751.12,1.487,1.551,1.719,2.647,1000000,50,16
default,2048,INCR,1040582.69,0.751,0.727,0.927,1.431,1000000,50,16
default,2048,LPUSH,190258.75,1.993,2.055,2.455,3.559,1000000,50,16
default,2048,LPOP,351988.72,2.187,2.143,3.207,3.591,1000000,50,16
default,2048,SADD,1020408.12,0.748,0.743,0.807,1.495,1000000,50,16
default,2048,HSET,265886.75,1.354,1.375,1.791,2.839,1000000,50,16
default,2048,LPUSH (needed to benchmark LRANGE),181488.2,2.03,2.015,2.943,3.463,1000000,50,16
default,2048,LRANGE_100 (first 100 elements),5891.71,9.047,2.567,91.391,107.903,1000000,50,16
default,2048,LPUSH (needed to benchmark LRANGE),189393.94,2.062,2.079,2.503,3.639,1000000,50,16
default,2048,LRANGE_300 (first 300 elements),1262.8,8.493,6.455,9.039,20.463,1000000,50,16
default,2048,LPUSH (needed to benchmark LRANGE),118764.84,3.402,2.207,6.911,35.711,1000000,50,16
default,2048,LRANGE_500 (first 500 elements),700.85,20.182,11.183,17.343,269.823,1000000,50,16
default,2048,LPUSH (needed to benchmark LRANGE),211864.41,1.807,1.767,2.695,3.615,1000000,50,16
default,2048,LRANGE_600 (first 600 elements),570.81,25.554,13.759,23.727,455.423,1000000,50,16
default,2048,MSET (10 keys),61610.5,6.594,6.495,10.407,12.367,1000000,50,16
scx_bpfland,1,SET,626566.44,0.862,0.783,1.471,1.983,1000000,50,16
scx_bpfland,1,GET,548847.44,0.913,0.895,1.599,2.575,1000000,50,16
scx_bpfland,1,INCR,594884.0,0.806,0.687,1.463,1.983,1000000,50,16
scx_bpfland,1,LPUSH,538793.12,1.004,0.895,1.847,2.159,1000000,50,16
scx_bpfland,1,LPOP,585480.12,1.001,0.911,1.839,2.263,1000000,50,16
scx_bpfland,1,SADD,505050.5,1.048,0.983,1.807,2.407,1000000,50,16
scx_bpfland,1,HSET,547945.19,0.936,0.903,1.655,2.087,1000000,50,16
scx_bpfland,1,LPUSH (needed to benchmark LRANGE),806451.62,0.883,0.879,1.279,1.471,1000000,50,16
scx_bpfland,1,LRANGE_100 (first 100 elements),117233.3,5.331,4.151,12.319,13.991,1000000,50,16
scx_bpfland,1,LPUSH (needed to benchmark LRANGE),485436.91,1.105,1.071,1.895,2.111,1000000,50,16
scx_bpfland,1,LRANGE_300 (first 300 elements),30422.88,11.678,10.071,24.607,31.567,1000000,50,16
scx_bpfland,1,LPUSH (needed to benchmark LRANGE),416666.69,1.5,1.583,2.031,4.015,1000000,50,16
scx_bpfland,1,LRANGE_500 (first 500 elements),22799.82,15.238,13.863,29.855,37.311,1000000,50,16
scx_bpfland,1,LPUSH (needed to benchmark LRANGE),520833.34,0.965,0.903,1.703,2.239,1000000,50,16
scx_bpfland,1,LRANGE_600 (first 600 elements),17331.02,15.571,13.927,30.527,38.783,1000000,50,16
scx_bpfland,1,MSET (10 keys),277854.97,2.87,2.767,3.783,6.175,1000000,50,16
scx_bpfland,16,SET,556792.88,0.929,0.823,1.759,2.183,1000000,50,16
scx_bpfland,16,GET,522739.16,0.978,0.943,1.647,2.007,1000000,50,16
scx_bpfland,16,INCR,627352.56,0.787,0.711,1.359,1.807,1000000,50,16
scx_bpfland,16,LPUSH,524934.38,1.111,1.015,1.943,2.663,1000000,50,16
scx_bpfland,16,LPOP,543183.06,0.968,0.895,1.919,2.223,1000000,50,16
scx_bpfland,16,SADD,623052.94,0.882,0.847,1.423,1.871,1000000,50,16
scx_bpfland,16,HSET,535331.88,1.023,0.927,1.919,2.143,1000000,50,16
scx_bpfland,16,LPUSH (needed to benchmark LRANGE),602409.69,0.806,0.759,1.311,1.839,1000000,50,16
scx_bpfland,16,LRANGE_100 (first 100 elements),93457.94,5.42,4.775,10.839,14.055,1000000,50,16
scx_bpfland,16,LPUSH (needed to benchmark LRANGE),613496.94,1.019,0.871,1.807,3.239,1000000,50,16
scx_bpfland,16,LRANGE_300 (first 300 elements),26730.82,9.575,8.295,20.207,27.679,1000000,50,16
scx_bpfland,16,LPUSH (needed to benchmark LRANGE),413223.16,1.363,1.231,1.991,3.023,1000000,50,16
scx_bpfland,16,LRANGE_500 (first 500 elements),17755.68,9.405,7.711,20.191,31.023,1000000,50,16
scx_bpfland,16,LPUSH (needed to benchmark LRANGE),526315.81,0.996,0.903,1.911,2.135,1000000,50,16
scx_bpfland,16,LRANGE_600 (first 600 elements),14854.43,9.493,8.055,18.527,32.127,1000000,50,16
scx_bpfland,16,MSET (10 keys),245037.98,3.253,3.095,4.463,6.935,1000000,50,16
scx_bpfland,64,SET,571755.31,0.951,0.895,1.703,2.143,1000000,50,16
scx_bpfland,64,GET,626566.44,0.81,0.695,1.519,1.879,1000000,50,16
scx_bpfland,64,INCR,634920.62,0.782,0.727,1.319,1.759,1000000,50,16
scx_bpfland,64,LPUSH,463821.91,1.293,1.143,2.287,3.047,1000000,50,16
scx_bpfland,64,LPOP,522739.16,1.027,0.927,1.959,2.303,1000000,50,16
scx_bpfland,64,SADD,525210.06,1.009,0.935,1.775,2.231,1000000,50,16
scx_bpfland,64,HSET,542888.19,1.011,0.943,1.639,2.183,1000000,50,16
scx_bpfland,64,LPUSH (needed to benchmark LRANGE),404858.31,1.588,1.455,2.319,4.015,1000000,50,16
scx_bpfland,64,LRANGE_100 (first 100 elements),71530.76,6.703,6.647,12.839,16.399,1000000,50,16
scx_bpfland,64,LPUSH (needed to benchmark LRANGE),473933.66,1.011,0.919,1.903,2.063,1000000,50,16
scx_bpfland,64,LRANGE_300 (first 300 elements),19739.44,5.285,4.335,10.519,18.159,1000000,50,16
scx_bpfland,64,LPUSH (needed to benchmark LRANGE),442477.88,1.104,1.023,1.671,1.983,1000000,50,16
scx_bpfland,64,LRANGE_500 (first 500 elements),11355.89,5.371,4.591,10.511,23.599,1000000,50,16
scx_bpfland,64,LPUSH (needed to benchmark LRANGE),510204.09,0.944,0.911,1.423,3.647,1000000,50,16
scx_bpfland,64,LRANGE_600 (first 600 elements),9487.67,5.416,4.831,10.119,25.823,1000000,50,16
scx_bpfland,64,MSET (10 keys),200642.05,3.975,3.775,5.799,8.015,1000000,50,16
scx_bpfland,256,SET,481231.94,1.235,1.143,2.103,2.551,1000000,50,16
scx_bpfland,256,GET,643086.81,0.77,0.679,1.247,1.783,1000000,50,16
scx_bpfland,256,INCR,548546.38,0.952,0.911,1.719,2.143,1000000,50,16
scx_bpfland,256,LPUSH,455788.5,1.32,1.191,2.583,2.911,1000000,50,16
scx_bpfland,256,LPOP,470366.91,1.227,1.031,2.327,2.759,1000000,50,16
scx_bpfland,256,SADD,600600.62,0.847,0.799,1.415,1.895,1000000,50,16
scx_bpfland,256,HSET,416493.12,1.427,1.287,2.375,3.247,1000000,50,16
scx_bpfland,256,LPUSH (needed to benchmark LRANGE),462962.94,1.295,1.175,2.631,3.231,1000000,50,16
scx_bpfland,256,LRANGE_100 (first 100 elements),37864.45,2.168,1.471,4.423,13.207,1000000,50,16
scx_bpfland,256,LPUSH (needed to benchmark LRANGE),398406.41,1.728,1.455,2.887,3.255,1000000,50,16
scx_bpfland,256,LRANGE_300 (first 300 elements),10393.93,2.928,2.439,4.727,18.975,1000000,50,16
scx_bpfland,256,LPUSH (needed to benchmark LRANGE),333333.31,2.011,1.975,2.799,4.751,1000000,50,16
scx_bpfland,256,LRANGE_500 (first 500 elements),6059.87,4.408,2.959,9.007,39.967,1000000,50,16
scx_bpfland,256,LPUSH (needed to benchmark LRANGE),446428.56,1.084,1.015,1.679,2.239,1000000,50,16
scx_bpfland,256,LRANGE_600 (first 600 elements),4911.59,4.784,3.623,8.807,42.399,1000000,50,16
scx_bpfland,256,MSET (10 keys),122369.06,2.06,1.967,3.471,4.263,1000000,50,16
scx_bpfland,1024,SET,392003.12,1.348,1.255,2.295,2.927,1000000,50,16
scx_bpfland,1024,GET,421052.62,1.083,1.031,1.999,2.607,1000000,50,16
scx_bpfland,1024,INCR,595238.12,0.828,0.759,1.479,1.831,1000000,50,16
scx_bpfland,1024,LPUSH,320924.28,2.117,2.159,3.335,4.719,1000000,50,16
scx_bpfland,1024,LPOP,353232.06,1.742,1.639,3.135,3.887,1000000,50,16
scx_bpfland,1024,SADD,605693.5,0.817,0.767,1.303,1.759,1000000,50,16
scx_bpfland,1024,HSET,372023.81,1.607,1.487,2.727,3.439,1000000,50,16
scx_bpfland,1024,LPUSH (needed to benchmark LRANGE),320512.81,2.0,1.903,3.087,4.447,1000000,50,16
scx_bpfland,1024,LRANGE_100 (first 100 elements),13306.72,2.831,1.927,5.687,24.031,1000000,50,16
scx_bpfland,1024,LPUSH (needed to benchmark LRANGE),268096.53,2.523,2.223,4.695,4.943,1000000,50,16
scx_bpfland,1024,LRANGE_300 (first 300 elements),2637.83,6.025,4.495,11.615,25.599,1000000,50,16
scx_bpfland,1024,LPUSH (needed to benchmark LRANGE),264550.28,2.455,2.271,4.447,5.623,1000000,50,16
scx_bpfland,1024,LRANGE_500 (first 500 elements),1335.58,10.042,6.959,15.823,114.943,1000000,50,16
scx_bpfland,1024,LPUSH (needed to benchmark LRANGE),333333.31,1.807,1.767,2.631,3.143,1000000,50,16
scx_bpfland,1024,LRANGE_600 (first 600 elements),1091.2,12.002,8.095,18.479,147.327,1000000,50,16
scx_bpfland,1024,MSET (10 keys),65780.82,2.242,1.919,4.999,7.415,1000000,50,16
scx_bpfland,2048,SET,278940.03,1.363,1.375,1.983,2.623,1000000,50,16
scx_bpfland,2048,GET,333000.34,1.27,1.079,2.479,3.311,1000000,50,16
scx_bpfland,2048,INCR,607164.56,0.825,0.743,1.519,1.879,1000000,50,16
scx_bpfland,2048,LPUSH,174246.39,2.198,2.191,2.567,3.799,1000000,50,16
scx_bpfland,2048,LPOP,290782.22,1.948,1.903,3.503,4.247,1000000,50,16
scx_bpfland,2048,SADD,573394.5,0.931,0.879,1.655,1.959,1000000,50,16
scx_bpfland,2048,HSET,255297.42,1.336,1.263,1.839,2.783,1000000,50,16
scx_bpfland,2048,LPUSH (needed to benchmark LRANGE),165016.5,2.244,2.231,3.031,4.079,1000000,50,16
scx_bpfland,2048,LRANGE_100 (first 100 elements),5409.79,4.903,2.975,8.335,79.615,1000000,50,16
scx_bpfland,2048,LPUSH (needed to benchmark LRANGE),172413.8,2.117,2.103,2.839,3.735,1000000,50,16
scx_bpfland,2048,LRANGE_300 (first 300 elements),1169.92,9.984,7.415,13.471,32.959,1000000,50,16
scx_bpfland,2048,LPUSH (needed to benchmark LRANGE),136239.78,2.908,2.191,5.863,34.495,1000000,50,16
scx_bpfland,2048,LRANGE_500 (first 500 elements),648.75,19.593,11.919,20.799,348.671,1000000,50,16
scx_bpfland,2048,LPUSH (needed to benchmark LRANGE),217391.3,1.685,1.607,2.823,3.535,1000000,50,16
scx_bpfland,2048,LRANGE_600 (first 600 elements),525.09,23.125,14.039,25.599,427.519,1000000,50,16
scx_bpfland,2048,MSET (10 keys),50512.7,8.01,7.671,12.727,16.223,1000000,50,16
scx_central,1,SET,545851.5,1.295,1.007,1.303,2.503,1000000,50,16
scx_central,1,GET,730994.12,0.707,0.599,1.327,1.815,1000000,50,16
scx_central,1,INCR,739098.25,0.79,0.783,1.047,1.559,1000000,50,16
scx_central,1,LPUSH,721500.69,0.921,0.927,1.167,2.071,1000000,50,16
scx_central,1,LPOP,651890.44,1.031,1.047,1.271,2.095,1000000,50,16
scx_central,1,SADD,585137.5,1.059,0.783,1.175,1.887,1000000,50,16
scx_central,1,HSET,675219.5,1.02,1.023,1.271,2.175,1000000,50,16
scx_central,1,LPUSH (needed to benchmark LRANGE),641025.62,0.998,0.983,1.503,2.023,1000000,50,16
scx_central,1,LRANGE_100 (first 100 elements),104384.13,5.951,2.335,8.911,63.711,1000000,50,16
scx_central,1,LPUSH (needed to benchmark LRANGE),657894.75,0.921,0.791,1.863,2.215,1000000,50,16
scx_central,1,LRANGE_300 (first 300 elements),45207.96,8.29,7.135,17.791,24.447,1000000,50,16
scx_central,1,LPUSH (needed to benchmark LRANGE),632911.38,1.036,0.991,1.711,2.223,1000000,50,16
scx_central,1,LRANGE_500 (first 500 elements),24119.63,14.714,9.983,20.895,239.615,1000000,50,16
scx_central,1,LPUSH (needed to benchmark LRANGE),602409.69,0.989,0.927,1.599,4.159,1000000,50,16
scx_central,1,LRANGE_600 (first 600 elements),19267.82,12.795,11.751,21.263,27.679,1000000,50,16
scx_central,1,MSET (10 keys),285469.59,2.788,2.751,2.903,4.231,1000000,50,16
scx_central,16,SET,521920.66,1.31,1.039,1.399,2.375,1000000,50,16
scx_central,16,GET,734214.38,0.794,0.775,1.055,1.631,1000000,50,16
scx_central,16,INCR,564334.12,1.122,0.831,1.335,2.071,1000000,50,16
scx_central,16,LPUSH,655308.0,1.046,1.047,1.279,2.199,1000000,50,16
scx_central,16,LPOP,518672.22,1.378,1.119,1.463,2.591,1000000,50,16
scx_central,16,SADD,354609.94,2.028,0.967,1.327,2.063,1000000,50,16
scx_central,16,HSET,628140.69,1.098,1.111,1.351,2.135,1000000,50,16
scx_central,16,LPUSH (needed to benchmark LRANGE),645161.31,1.001,1.055,1.231,2.087,1000000,50,16
scx_central,16,LRANGE_100 (first 100 elements),157977.88,3.063,2.503,6.919,10.103,1000000,50,16
scx_central,16,LPUSH (needed to benchmark LRANGE),602409.69,1.09,1.055,1.727,2.223,1000000,50,16
scx_central,16,LRANGE_300 (first 300 elements),36818.85,7.847,4.519,10.415,79.679,1000000,50,16
scx_central,16,LPUSH (needed to benchmark LRANGE),617283.94,1.081,1.023,1.783,2.423,1000000,50,16
scx_central,16,LRANGE_500 (first 500 elements),21654.4,6.379,5.495,11.415,16.279,1000000,50,16
scx_central,16,LPUSH (needed to benchmark LRANGE),657894.75,1.042,1.015,1.407,1.703,1000000,50,16
scx_central,16,LRANGE_600 (first 600 elements),17355.08,6.673,5.815,11.399,19.471,1000000,50,16
scx_central,16,MSET (10 keys),234631.62,3.392,3.063,3.871,6.063,1000000,50,16
scx_central,64,SET,525486.06,1.364,1.087,1.455,2.743,1000000,50,16
scx_central,64,GET,741289.88,0.75,0.679,1.231,1.791,1000000,50,16
scx_central,64,INCR,739098.25,0.878,0.879,1.119,1.735,1000000,50,16
scx_central,64,LPUSH,579710.12,1.198,1.183,1.607,2.535,1000000,50,16
scx_central,64,LPOP,590667.44,1.173,1.191,1.415,2.343,1000000,50,16
scx_central,64,SADD,710227.25,0.94,0.943,1.263,2.039,1000000,50,16
scx_central,64,HSET,567859.19,1.2,1.199,1.575,2.367,1000000,50,16
scx_central,64,LPUSH (needed to benchmark LRANGE),555555.56,1.095,1.159,1.391,1.695,1000000,50,16
scx_central,64,LRANGE_100 (first 100 elements),129366.11,3.644,3.783,5.551,8.279,1000000,50,16
scx_central,64,LPUSH (needed to benchmark LRANGE),602409.69,1.185,1.135,2.031,2.343,1000000,50,16
scx_central,64,LRANGE_300 (first 300 elements),23668.64,5.981,2.839,8.191,74.367,1000000,50,16
scx_central,64,LPUSH (needed to benchmark LRANGE),617283.94,1.2,1.135,1.903,2.239,1000000,50,16
scx_central,64,LRANGE_500 (first 500 elements),12450.2,5.62,3.271,8.023,60.799,1000000,50,16
scx_central,64,LPUSH (needed to benchmark LRANGE),574712.69,1.072,1.079,1.735,2.287,1000000,50,16
scx_central,64,LRANGE_600 (first 600 elements),10379.9,8.694,3.367,13.463,224.127,1000000,50,16
scx_central,64,MSET (10 keys),214454.2,3.714,3.423,3.767,5.519,1000000,50,16
scx_central,256,SET,596302.88,1.162,1.167,1.375,2.487,1000000,50,16
scx_central,256,GET,550660.81,1.078,0.711,1.447,2.039,1000000,50,16
scx_central,256,INCR,723589.0,0.911,0.919,1.191,1.959,1000000,50,16
scx_central,256,LPUSH,430477.84,1.646,1.391,1.711,2.647,1000000,50,16
scx_central,256,LPOP,567536.88,1.263,1.279,1.415,2.391,1000000,50,16
scx_central,256,SADD,566572.25,1.168,0.895,1.271,2.103,1000000,50,16
scx_central,256,HSET,544662.31,1.298,1.271,1.607,2.591,1000000,50,16
scx_central,256,LPUSH (needed to benchmark LRANGE),476190.5,1.387,1.415,1.903,2.895,1000000,50,16
scx_central,256,LRANGE_100 (first 100 elements),43478.26,3.329,1.527,6.783,25.279,1000000,50,16
scx_central,256,LPUSH (needed to benchmark LRANGE),467289.72,1.472,1.383,2.639,3.039,1000000,50,16
scx_central,256,LRANGE_300 (first 300 elements),12134.45,3.91,1.671,3.607,71.551,1000000,50,16
scx_central,256,LPUSH (needed to benchmark LRANGE),471698.12,1.376,1.367,1.879,2.175,1000000,50,16
scx_central,256,LRANGE_500 (first 500 elements),6437.49,5.616,2.535,9.135,63.039,1000000,50,16
scx_central,256,LPUSH (needed to benchmark LRANGE),462962.94,1.401,1.351,2.151,2.615,1000000,50,16
scx_central,256,LRANGE_600 (first 600 elements),4919.32,9.186,2.831,31.247,221.695,1000000,50,16
scx_central,256,MSET (10 keys),112790.43,2.236,1.975,2.463,3.871,1000000,50,16
scx_central,1024,SET,539374.31,1.267,1.255,1.527,2.631,1000000,50,16
scx_central,1024,GET,503018.09,1.033,0.743,1.335,2.359,1000000,50,16
scx_central,1024,INCR,714285.75,0.92,0.903,1.239,2.015,1000000,50,16
scx_central,1024,LPUSH,300932.91,2.442,2.255,2.703,4.463,1000000,50,16
scx_central,1024,LPOP,374391.62,1.87,1.671,2.167,3.039,1000000,50,16
scx_central,1024,SADD,727802.06,0.947,0.943,1.175,2.055,1000000,50,16
scx_central,1024,HSET,433839.47,1.712,1.431,1.759,2.975,1000000,50,16
scx_central,1024,LPUSH (needed to benchmark LRANGE),325732.88,2.199,2.263,3.023,3.631,1000000,50,16
scx_central,1024,LRANGE_100 (first 100 elements),15513.5,5.589,1.471,35.103,47.775,1000000,50,16
scx_central,1024,LPUSH (needed to benchmark LRANGE),331125.84,2.134,2.207,2.775,4.207,1000000,50,16
scx_central,1024,LRANGE_300 (first 300 elements),2784.04,10.12,3.447,19.663,261.375,1000000,50,16
scx_central,1024,LPUSH (needed to benchmark LRANGE),318471.31,2.063,1.999,4.055,5.111,1000000,50,16
scx_central,1024,LRANGE_500 (first 500 elements),1361.17,9.653,4.839,10.015,208.383,1000000,50,16
scx_central,1024,LPUSH (needed to benchmark LRANGE),342465.75,2.074,2.135,3.271,3.639,1000000,50,16
scx_central,1024,LRANGE_600 (first 600 elements),1083.14,17.33,5.695,33.215,415.231,1000000,50,16
scx_central,1024,MSET (10 keys),56628.35,2.163,1.439,4.255,7.031,1000000,50,16
scx_central,2048,SET,245821.05,1.637,1.487,2.263,2.999,1000000,50,16
scx_central,2048,GET,475285.16,0.95,0.743,2.239,2.463,1000000,50,16
scx_central,2048,INCR,576368.88,1.156,0.903,1.391,2.103,1000000,50,16
scx_central,2048,LPUSH,158227.84,2.31,2.135,2.623,3.759,1000000,50,16
scx_central,2048,LPOP,311720.72,2.205,2.039,2.831,3.775,1000000,50,16
scx_central,2048,SADD,708717.19,0.967,0.959,1.231,2.023,1000000,50,16
scx_central,2048,HSET,232450.02,1.517,1.375,2.103,2.999,1000000,50,16
scx_central,2048,LPUSH (needed to benchmark LRANGE),163398.7,2.087,2.039,2.791,3.471,1000000,50,16
scx_central,2048,LRANGE_100 (first 100 elements),5832.6,9.72,2.463,44.127,242.047,1000000,50,16
scx_central,2048,LPUSH (needed to benchmark LRANGE),175131.36,1.936,1.903,2.567,3.287,1000000,50,16
scx_central,2048,LRANGE_300 (first 300 elements),1178.94,12.385,5.543,16.375,239.103,1000000,50,16
scx_central,2048,LPUSH (needed to benchmark LRANGE),152905.2,2.244,1.903,5.455,8.175,1000000,50,16
scx_central,2048,LRANGE_500 (first 500 elements),683.06,17.357,10.703,15.895,305.919,1000000,50,16
scx_central,2048,LPUSH (needed to benchmark LRANGE),210084.03,1.698,1.791,2.479,3.575,1000000,50,16
scx_central,2048,LRANGE_600 (first 600 elements),566.76,23.802,14.279,21.343,449.791,1000000,50,16
scx_central,2048,MSET (10 keys),63799.93,6.369,6.159,10.151,11.559,1000000,50,16
scx_chaos,1,SET,812347.75,0.877,0.903,0.967,1.911,1000000,50,16
scx_chaos,1,GET,940733.81,0.49,0.447,0.743,1.199,1000000,50,16
scx_chaos,1,INCR,896861.0,0.72,0.743,0.887,1.391,1000000,50,16
scx_chaos,1,LPUSH,846023.69,0.849,0.863,1.007,1.759,1000000,50,16
scx_chaos,1,LPOP,794281.19,0.918,0.935,1.031,1.911,1000000,50,16
scx_chaos,1,SADD,861326.44,0.844,0.863,0.967,1.615,1000000,50,16
