buffer_size_gb,buffer_size_bytes,threads,read_ratio,duration,app_total_bandwidth_mbps,app_read_bandwidth_mbps,app_write_bandwidth_mbps,app_total_iops,app_execution_time,perf_cache_references_bandwidth_mbps,perf_cache_misses_bandwidth_mbps,perf_dram_read_bandwidth_mbps,perf_dram_write_bandwidth_mbps,perf_mem_loads_bandwidth_mbps,perf_mem_stores_bandwidth_mbps,perf_offcore_data_read_bandwidth_mbps,perf_offcore_rfo_bandwidth_mbps,perf_cache_miss_rate_pct,perf_l3_hit_rate_pct,perf_l3_miss_rate_pct,perf_instructions_per_cycle,status
1.0,1073741824,4,0.0,20,11786.1,0.0,11786.1,3017230.0,20.0002,11323.52233813778,9428.142733142462,0,0,6451.8983528881745,3548.7230416028287,230.16934012228137,11086.090020794367,83.26157225290532,49.19616298262663,50.803837017373375,0.0388668869267501,success
1.0,1073741824,4,0.15,20,11779.9,0.0,11779.9,3015650.0,20.0001,11347.381941157391,9442.56676706702,0,0,6491.5054200795885,3566.6514882358333,232.80894652247724,11107.811104079046,83.21361540513999,53.1990197589617,46.8009802410383,0.03901023555411271,success
1.0,1073741824,4,0.25,20,12451.5,3724.98,8726.48,3187570.0,20.0001,12053.94381655239,10014.129094683733,0,0,6750.769561629743,3699.7420155829254,3775.984817642531,8271.734433718384,83.07761548492039,35.32479986626375,64.67520013373624,0.04066010049231462,success
1.0,1073741824,4,0.35,20,12732.0,3773.72,8958.24,3259380.0,20.0001,12323.740321824633,10132.237855814878,0,0,6880.161178177251,3763.767259018989,3827.926124349501,8490.794454852312,82.21722943862481,36.40983427327458,63.590165726725424,0.04139569167702123,success
1.0,1073741824,4,0.45,20,12164.5,3645.0,8519.47,3114100.0,20.0001,11716.860614785193,9739.736974643023,0,0,6619.202568391033,3632.3611345904515,3676.267905201001,8035.675595906936,83.125824355653,34.49726542308995,65.50273457691004,0.03993587515205718,success
1.0,1073741824,4,0.5,20,13556.8,7480.49,6076.33,3470550.0,20.0001,13165.494014971995,10936.072954141278,0,0,7219.667988608677,3937.067131580971,7388.168948045096,5765.230252716418,83.0661799831029,29.08377421236301,70.91622578763699,0.0437906041659418,success
1.0,1073741824,4,0.55,20,13510.3,7561.08,5949.22,3458640.0,20.0001,13124.407708134357,10913.265999342082,0,0,7221.911370707459,3943.016926057025,7464.856173614468,5646.40432132834,83.15244574868065,29.409390938009178,70.59060906199082,0.043787391014722954,success
1.0,1073741824,4,0.65,20,13589.1,7557.97,6031.12,3478810.0,20.0001,13179.333406871201,10952.578919240363,0,0,7217.19726914613,3939.1636728256954,7451.148525373235,5714.834467552113,83.10419488689851,29.24388835540734,70.75611164459265,0.044343409709994314,success
1.0,1073741824,4,0.75,20,14347.0,11298.4,3048.57,3672830.0,20.0001,13962.433026403936,11494.503766377962,0,0,7529.298849709128,4098.704367849762,11035.735581815861,2907.7679672610925,82.32450422244499,32.70582969357162,67.29417030642838,0.04604058957554133,success
1.0,1073741824,4,0.85,20,14459.2,11458.0,3001.2,3701560.0,20.0001,14042.600735011813,11666.541039105578,0,0,7572.3596184995695,4121.903401220631,11166.447979465931,2857.986119497022,83.07963217965666,26.712847970633565,73.28715202936642,0.04628924782666478,success
